customer_id,full_name,email,phone,signup_date,customer_segment,anonymized_key
452,Pim Phan,pim.phan452@example.com,0887293208,2022-09-19,Retail,6e038fa5ed759a3d82b76eda11aaeb3d
453,Maya Srisai,maya.srisai453@example.com,0825285764,2022-03-29,VIP,8a6392235856679f6e860877ac6087e0
454,Niran Rung,niran.rung454@example.com,0813612618,2025-03-05,Retail,fe37e54befa9d5a60d66eab495a09e9d
455,Pim Chaiyaporn,pim.chaiyaporn455@example.com,0864914054,2025-08-07,Retail,61faade2cb3babc89e3652dd1404ea92
456,Suriya Kittipong,suriya.kittipong456@example.com,0898404247,2021-09-23,SME,a0d8747c33eb65e1c8bf25f00dd3a7cb
457,Krit Phan,krit.phan457@example.com,0890253323,2025-05-16,Retail,3f1d3e357df1e2eef9cc076a757cd45b
458,Anan Manop,anan.manop458@example.com,0882966824,2020-05-30,Retail,189cb56a0df41397fb226c92549be033
459,Anan Noppawan,anan.noppawan459@example.com,0895655118,2020-12-14,SME,9a2b59f271c609427ab8a28da350a115
460,Nicha Wattanakul,nicha.wattanakul460@example.com,0896838849,2020-06-30,VIP,a382a603728c2770d6a196a8bafa59c5
461,Maya Srisai,maya.srisai461@example.com,0867774765,2021-03-09,Retail,e137c8aaf32bfa7042cceb2a71f38561
462,Suriya Rung,suriya.rung462@example.com,0879631857,2022-06-24,Retail,71a978287ec928a4e46aead87c10ea4e
463,Somchai Noppawan,somchai.noppawan463@example.com,0877171380,2021-09-09,VIP,15320bba74ef67a3e1d36a793e887936
464,Somchai Chaiyaporn,somchai.chaiyaporn464@example.com,0849652241,2024-08-30,Retail,933e928339c827681d39458c8494ebb3
465,Niran Srisai,niran.srisai465@example.com,0851861213,2023-11-06,SME,6a06114fe19eeeb83d5cf1eadc66cd6a
466,Anan Phan,anan.phan466@example.com,0856748074,2025-05-04,Retail,a7296462a93c8094bf68fb0fed984964
467,Somchai Srisai,somchai.srisai467@example.com,0819015987,2023-05-14,SME,e0671612ba2440bdc8a572b674670117
468,Krit Sukhum,krit.sukhum468@example.com,0856047142,2021-03-23,SME,e84f2f2679537774640cb0eb40736e36
469,Suriya Rung,suriya.rung469@example.com,0833414716,2021-10-17,Retail,a0fd013de3999531be4ef5c13326a7da
470,Somchai Phanich,somchai.phanich470@example.com,0864364546,2022-01-25,Retail,cba5974a718ff30f15d0b3d176559cf4
471,Maya Manop,maya.manop471@example.com,0813918120,2022-03-19,Retail,a7832626e176894a053bf6a86d2ea83d
472,Maya Sukhum,maya.sukhum472@example.com,0838829445,2022-04-22,SME,466c808edece1923e834957a0447845c
473,Krit Noppawan,krit.noppawan473@example.com,0823656928,2022-02-04,Retail,69e5fe03a3ff50a5e171afca2b8873d9
474,Somchai Chaiyaporn,somchai.chaiyaporn474@example.com,0845212476,2025-06-27,VIP,6cbfd75026c551043f467182e3d2faa9
475,Nicha Noppawan,nicha.noppawan475@example.com,0862162278,2024-05-26,Retail,d44b7d6df2f04887339e70e144897b44
476,Nicha Phan,nicha.phan476@example.com,0892861016,2021-12-07,SME,da0467c75d677d1196c08c8bcde0cb22
477,Boon Chaiyaporn,boon.chaiyaporn477@example.com,0827978165,2023-07-06,Retail,863c88a1d3c8f905cd10c42fb7c32a13
478,Krit Wattanakul,krit.wattanakul478@example.com,0860104292,2021-08-02,Retail,4fb2d8300e8153d8e7669f0d758fb61c
479,Boon Wattanakul,boon.wattanakul479@example.com,0887149161,2024-04-20,Retail,e152c03885e4f73c2c733f39398b031c
480,Anan Wattanakul,anan.wattanakul480@example.com,0884479105,2021-11-14,Retail,bc0fb4f9e9ae95503066221823d4fc49
481,Niran Srisai,niran.srisai481@example.com,0870532325,2020-08-07,VIP,c409ddb84d04ea74a3cf1b1d9a3a5c25
482,Somchai Wattanakul,somchai.wattanakul482@example.com,0836189702,2024-04-21,Retail,dec3c7968edae5c56f7f6c395ec6c924
483,Somchai Manop,somchai.manop483@example.com,0875998330,2024-08-29,Retail,c26f1f484bbd7b52f8dae3fa201c5f2f
484,Krit Noppawan,krit.noppawan484@example.com,0814142053,2022-06-22,Retail,9df838ca7ef84450e46b7af36f5585f0
485,Suriya Rung,suriya.rung485@example.com,0848744673,2021-11-19,Retail,1c1147ae44c474810f2c116ead6313eb
486,Somchai Rung,somchai.rung486@example.com,0878559218,2021-04-08,Retail,d6b8611e2261079e1540da3edf945508
487,Anan Srisai,anan.srisai487@example.com,0882751830,2020-06-19,Retail,19ed8d7be40e50844e41185f2af46899
488,Maya Chaiyaporn,maya.chaiyaporn488@example.com,0897734330,2022-10-10,SME,3ecc68772c667cc8548228b6cb6ef33a
489,Aran Phan,aran.phan489@example.com,0845274462,2023-11-28,Retail,247f2e5eb211d7e98c48ce39acdc8082
490,Krit Phanich,krit.phanich490@example.com,0838169370,2023-12-07,Retail,3729346bb7782dd940183fbaa8c13d08
491,Niran Noppawan,niran.noppawan491@example.com,0828687800,2022-04-26,SME,890a600e75c12b8cbc9fb84a2331346a
492,Boon Srisai,boon.srisai492@example.com,0881441519,2023-02-25,Retail,f4486034eee1c6c72ad6c65f6f035b04
493,Nicha Kittipong,nicha.kittipong493@example.com,0848833650,2022-12-31,VIP,7e128375fd0a0237fea89f5cb0dc4aa6
494,Krit Wattanakul,krit.wattanakul494@example.com,0865243509,2020-08-30,SME,9bf834190a4cf9d4ab4ea8705b4806bd
495,Niran Wattanakul,niran.wattanakul495@example.com,0843511112,2021-08-22,SME,1037dadbe1d3e47f9f21edcd81ef24d4
496,Maya Phan,maya.phan496@example.com,0829081953,2023-01-05,Retail,689c384b20bf89b308a582e3e77eb497
497,Somchai Chaiyaporn,somchai.chaiyaporn497@example.com,0895044078,2021-01-16,Retail,fe0673b566535a186115b4de2ba2d1fe
498,Pim Srisai,pim.srisai498@example.com,0871028216,2025-06-22,Retail,2a85e5fff4c09d4cb7cc364e35a5d1b7
499,Krit Phan,krit.phan499@example.com,0895206855,2024-01-07,SME,c2fa403d48c368ff21732b370fec61e1
500,Maya Phanich,maya.phanich500@example.com,0867665720,2022-05-17,Retail,dc84f52f644992283cdb263eeff8a2c1
